sentiment,tweet,Processed Text
-1,berarti cowo itu emg brengsek sampe tega ninggalin tapi maaf menurutku lebih baik langsung ditinggal drpd nanti ,arti cowok memang brengsek tega tinggal maaf turut lebih baik langsung tinggal nanti
-1,aku tak faham ah dengan orang yang seksa binatang ni weh kau tadek hati perut ke do tu haiwan makhluk allah jugak d ,faham ah seksa binatang weh tadek hati perut di haiwan makhluk allah di
-1,aku nangis mendengarnya wkwk dia temanku aku tau dia bercanda tapi aku jg tau dia ngomong gt karena emg ada neti ,menang dengar wkwk teman tahu canda tahu bicara karena memang net
1,sudah memiliki jangan lupa dijaga kamu nggak tahu berapa banyak yang menginginkan sesuatu yang sedang kamu miliki ,milik jangan lupa jaga tahu berapa banyak ingin yang sedang milik
-1,aku tambahin ya bangelamat juga manusia2 bertopeng di jagat maya aku doakan sukses jadi penipu kelas duni ,tambah iya bangelamat manusia topeng jagat maya doa sukses jadi tipu kelas duni
0,sebenernya agak lebay juga sih kalo bilang terakhir di bandung wkwkwkwk tapi kalender akademik aku ngaret af bahk ,benar lebih sih kalau bilang akhir bandung wkwkwkwk kalender akademik lambat af bahk
1,seketika aku sadar bahwa bahagia tentang kita berhenti di 'semoga' ,ketika sadar bahagia henti moga
0,i do memaknai kritik sebagai masukan yg membangun tp kalau mengkritik mbok ya pake dasar aku sudah sedetail detai ,i makna kritik masuk bangun kalau kritik mbok iya pakai dasar detail detai
0,aku pernahnya sama mantan sihama swamik ngga pernah soalnya dia gak bisa bahasa sundaekalianya bil ,pernah sama mantan sihama swamik pernah soal enggak bahasa sundaekalianya bil
0,dan aku pn layan vid ni smpai habis ,pn layan vid sampai habis
1,cowok aku janji aku ga bakalan gitu lagi aku sayang ama kamu kamu percaya kan ama aku cewek ,cowok janji enggak begitu sayang sama percaya kan sama cewek
0,6 kebolehan berucap aku dulu ada cold feet takut naik pentas apatah lagi bercakap jadi banyakkan bercakap supaya tak ,boleh ucap dulu cold feet takut naik pentas apatah cakap jadi banyak cakap tidak
1,kaaan aku nk jgak minyak senyonyong izy skali hahaha,kan nk jgak minyak nyonyong izy sekali hahaha
0,sekian kisah penakut kucing tapi aku suka tengok kucing yang comel dari jauh aku pernah kejar budak lelaki yang seret kucing ,sekian kisah takut kucing suka jenguk kucing comel jauh pernah kejar budak lelaki seret kucing
1,biasane soale aku ngono seh,biasane soale ngono sih
1,ajak ngobrol ajaa aku kadang seneng bntu yg ginian,ajak obrol kadang senang bantu begini
-1,terkadang meski tahu bahwa kamu bisa hidup tanpa dia yg kamu cinta kamu terus meyakinkan dirimu bahwa kamu tak menginginkan hal itu ,terkadang meski tahu hidup cinta terus yakin diri ingin itu
0,ngaku ini siapa yang nge prank aku,aku siapa nge prank
1,aku cinta kamu dan kamu cinta aku kita berdua saling mencintai selamanya ,cinta cinta dua saling cinta lama
1,nasib baik aku sejenis yang iyaa kan aja even aku tahu tu semua bongak je lebih ,nasib baik jenis iya kan even tahu semua bongak je lebih
1,air ni panas sangat aku nak minum tak nyempat nak bagi sejuk dulu haha,air panas sangat nak minum nyempat nak sejuk dulu tertawa
1,padahal lucu aku dari pada kucingnya ,padahal lucu pada kucing
1,kamu tidak merasakan kuliah sambil mengagumi,rasa kuliah kagum
-1,dan sekiranya engkau tidak memberi ampun kepadaku dan tidak belas kasihan kepadaku niscaya aku termasuk orang orang yg merugi 11 47 ,sekira engkau beri ampun kepada tidak belas kasihan kepada niscaya masuk rugi
0,kenapa iklan beruntung ni bikin aku ilfil2 gimana gitu ya jadinya,iklan untung bikin ilfil bagaimana iya jadi
1,ppangon hahahaha gapala lhaaa gemasss tangan lele harus dimuseumkan karna aku juga suka ,ppangon hahahaha gapala lhaaa gemasss tangan lele museum suka
1,nanti2 lah aku cita yun hahahaha,lah cita yun hahahaha
-1,aku belum ,
1,terima hal hal yang memang tidak bisa diubah dan ubah hal hal yang kamu tak suka tapi masih ada kemungkinan untuk diubah,terima memang bisa ubah ubah hal hal suka masih mungkin ubah
-1,jika aku bsa jadi bagian dari dirimu aku mau jadi airmatamu yg trsimpan di hatimu lahir dari matamu hidup di pipimu dan mati di bibirmu,jadi bagi diri mau jadi airmatamu trsimpan hati lahir mata hidup pipi mati bibir
0,michel gabriel liburan kemaren ke mana gabriel gak ke mana mana cuma ke hongkong bentaran kamu michel ,michel gabriel libur kemarin mana gabriel enggak mana mana cuma hongkong bentar michel
1,mba yenny nya kayanya langsung otomaris uname nya keganti gitu jadu kaya nomer ktp aku ngakak wkwkwwk mau login ,mbak yenny nya kayak langsung otomaris uname nya ganti jadi kayak nomer ktp tertawa wkwkwwk mau login
0,mini giveaway berhubung aku prnah janji mau ga trs sekalian brbgi kbahagiaan krna bulan ini aku udh ujian hasil skripsi ,mini giveaway hubung pernah janji mau enggak terus sekali brbgi bahagia bulan uji hasil skripsi
-1,sorry meera aku tinggalkan kau,maaf meera tinggal
-1,aku gak tau nder wkwkwk,enggak tahu nder wkwkwk
-1,aku sedih ',sedih
0,kamu mah malah spam2 ketiduran ngantuk bukannya tidur malah dilanjutin spamnya hmm ,mah bahkan spam tidur ngantuk bukan tidur bahkan dilanjutin spamnya hmm
-1,tapi kalau jaemin yang itu sih pas aku lagi cerita bukannya dengerin malah ngajak ribut bedegong emang ,kalau jaemin itu sih pas cerita bukan dengar bahkan ajak ribut bedegong memang
0,aku kadang yo ngono kui lho wo tapi aku nek mbales chat sui mergane dodolanku lagi rame tur yo ra sempet ,kadang iya ngono kui lho wo nek mbales chat sui mergane dodol ramai tur iya ra sempat
-1,once kau dah malukan kawan aku dekat orang lain ataupun dalam group mana pun takkisah la kau ni kawan rapat aku ke ,once deh malu kawan dekat atau group mana takkisah lah kawan rapat
0,pak gubernur aja pakai helm masa kamu nggak via ,pak gubernur pakai helm masa via
-1,sedih sih gabisa ikut lomba padahal aku suka banget olahragaaa,sedih sih enggak ikut lomba padahal suka banget olahragaaa
0,coba latihan ngomong sama diri sendiri dulu biar omongan kita lebih terkontrol misalnya kamu mau bilang kamu bodoh k ,coba latih bicara sama diri sendiri dulu biar omong lebih kontrol misal mau bilang bodoh
1,tetaplah aku yang paling cantik ,tetap paling cantik
0,bubble rice ada tk kalau ade aku nk minggu depan,bubble rice tak kalau adek nk minggu depan
0,okeyy btw aku jg dah gambar ginting ini otw selesein ihsan ,okeyy ngomongngomong deh gambar ganteng on the way sedang jalan selesein ihsan
-1,itu bukan aku itu orang lainnn ,bukan
0,say rumah aku sepi abgngentot teensex teen nude naked ngentotabg bokepindo ngentotwanitaberjilbab http ,sayang rumah sepi abgngentot teensex teen nude naked ngentotabg bokepindo ngentotwanitaberjilbab http
-1,knp la aku ni xde passion mcm org lain i'm not interested in almost everything ,lah xde passion macam im not interested almost everything
-1,aku dijaga orang tuaku lebih 2 dekad untuk merasa hancur di tanganmu sesaat ,jaga tua lebih dekad rasa hancur tangan saat
-1,betapa ternyata patah hati itu jauh lebih mudah ketimbang jatuh cinta aku membutuhkam waktu sekian lama untuk jatuh cinta ,betapa nyata patah hati jauh lebih mudah ketimbang jatuh cinta membutuhkam waktu sekian lama jatuh cinta
-1,oalah gk nnton aku,oalah enggak tonton
0,aku weird gila dengan kaun upin ipin ni bukan ke rumah tok dalang dengan rumah opah diaebelahebelah je apa pa ,weird gila kaun upin ipin bukan rumah tok dalang rumah opah diaebelahebelah je apa apa
0,aku sorang je nampaknya spesies yang dengar alarm bebetul bangun terus dua ketul lagi ni tutup pastu sambung tidur ,sorang je nampaknya spesies dengar alarm bebetul bangun terus ketul ini tutup pastu sambung tidur
0,tak dapat upu zaman spm aku ok lah boleh masuk f6 skrg dah hbis f6 still jugak tak dapat ,dapat upu zaman spm lah masuk f sekarang deh habis f juga dapat
0,cak tolong dibaca ,cak baca
0,aku boleh mainin ga kak ga saya ganti ganti kok emailnya,mainin enggak kak enggak ganti ganti kok email
-1,yaallah pengen nonton searching tapi aku benci jumpscare,yaallah pengin tonton searching benci jumpscare
0,hmm gimana men aku jelasinya ya ,hmm bagaimana men jelas iya
-1,aku ingin membantah pemikiran mistis itu seram ,ban pikir mistis seram
1,aku pom ingatkannn siapa dgn dp mcm tuuu hahahahanat nor ghaseee,pom ingatkannn siapa dp macam hahahahanat nor ghaseee
0,arep ngajak aku nyate min ,arep ajak nyate min
0,tf tbtb aku ahli nutrisi ,tf tbtb ahli nutrisi
0,eh aku kan cuman nyanyi haha,eh kan cuman nyanyi tertawa
1,mata duitan rupanya aku wkwkwkkwk,mata duit rupa wkwkwkkwk
1,hahahhshahahahshskahahshshabahshahajahahahshahahhahahahahahahahahahahahahhaahahha,hahahhshahahahshskahahshshabahshahajahahahshahahhahahahahahahahahahahahahhaahahha
1,uda selesai latian nih hihihikg lg otw pulanggg lelah tapi seru juga tadi bareng sm tim j goodnight semuanya besok ,selesai latih hihihikg on the way sedang jalan pulanggg lelah seru tadi bareng sama tim goodnight semua besok
0,pltl followan sama aku yuk o2 ,pltl followan sama yuk o
0,tapi aku noob lagi mi ,noob mi
0,lg nginep terus aku tidur ditemenin mbaku tapi dia udah duluan tidur tbtb ada yang ngetok ngetok pint ,inap terus tidur ditemenin mbaku duluan tidur tbtb yang ngetok ngetok pint
0,pernah dicritain sama guide aku ada anak cowo kencing sembarangan pas pulang dri bali bijinya bengkak sebel ,pernah dicritain sama guide anak cowok kencing sembarang pas pulang bal biji bengkak sebel
0,ya aku kan pasrah wkwk,iya kan pasrah wkwk
1,sini sama aku aja,sini sama
-1,aku awkward gak muna fik,awkward enggak munafik fik
0,mau cari pacar aja ah aku baru belajr baca ,mau cari pacar ah baru belajr baca
0,walaupun serak dan sesak tapi lagu ini salah satu lagu buat yang merasa tertekan walaupun gaada orang lain yang tau tapi ,walaupun serak sesak lagu salah satu lagu buat rasa tekan walaupun ada uang yang tahu
0,jendral yg tidak punya korupsi tidak punya uang aduhduhduhduh bentar pak kesandung aku ,jenderal punya korupsi tidak punya uang aduhduhduhduh sebentar pak kesandung
0,4 reply postingan ini dan tulis jawaban kamu kemudian 5 orang teman kamu untuk ikutan dan tambahkan hastag clbk kuisci ,reply postingan tulis jawab kemudian teman ikut dan tambah hastag cinta lama semi kuisci
0,freebies aku bakal bagiin set pc unofficial very limited setyarat tempat dan waktu bisa kalian cek di gambar yaa ,freebies bakal bagi set pc unofficial very limited setyarat tempat waktu kalian cek gambar
0,kamu sedang tidur di kamar kemudian ibumu datang mengetuk pintu membawa roti selai dalam toples amp segelas susu ,sedang tidur kamar kemudian ibu datang ketuk pintu bawa roti selai toples amp gelas susu
-1,seberapa tidak menyakinkannya saat aku pura pura baik baik saja ketika kau bersisisan tertawa dan berjalan dengan seseora ,berapa menyakinkannya pura pura baik baik ketika bersisisan tertawa jalan seseora
0,tolong notis aku uppa lt ,not uppa lantai
-1,kau bukan perempuan jadi memang tak empathi terhadap ketakutan perempuan terhadap lelaki yg tak kenal aku pernah kena kacau le ,bukan perempuan jadi memang empathi takut perempuan lelaki tidak kenal pernah kena kacau
1,nah udh ngerti kan aku mau nya apaan,nah erti kan mau nya apa
0,info penting untuk kesehatan gigi dan mulut kamuikat gigi elektrik vsikat gigi manual mana yang lebih efeki ,informasi penting sehat gigi mulut kamuikat gigi elektrik vsikat gigi manual mana lebih efek
0,yang aku klosdon nih ,klosdon
0,wadaw aku nie,wadaw
1,mmbhhhh buduuuuu caliiiii hahahahahahahahahhahahhhhahhhhha aku tepakaaaaiiii,mmbhhhh buduuuuu caliiiii hahahahahahahahahhahahhhhahhhhha tepakaaaaiiii
1,aku tetep pake sih,tetap pakai sih
1,asyikkk aku mau viral,asyikkk mau viral
0,ngeebayangin muka cengo nya ong ,ngeebayangin muka cengo nya ong
0,anggaplah kamu menikah di usia 25 tahun dan anggaplah kamu hidup sampai usia 70 tahun maka kamu hidup lebih lama dengan p ,anggap meni usia tahun anggap hidup usia tahun hidup lebih lama p
1,selamat pagiii aku ada kegiatan lagi today puji tuhan yaaaah kamu ngapain nih hari iniemangat ya inget usaha ber ,selamat pagiii giat today puji tuhan yaaaah sedang apa hari iniemangat iya ingat usaha ber
0,tadi ada budak laki ni tanya aku course apa metatistik him apebenda tu me bhg matematik him ohh oklah tu ,tadi budak laki tanya course apa metatistik him apebenda me bhg matematik him oklah
-1,ingatkan bila aku sedih kau sebagai kawan baik nk comfort kan aku rupanya bila aku menangis kau boleh gelak saka ,ingat bila sedih kawan baik nk comfort kan rupa bila menang gelak saka
1,berikanlah sepenuh dirimu padaku aku akan berikan segalanya untukmu kau adalah akhir dari segalanya kau adalah a ,beri sepenuh diri pada ikan segala untuk akhir segala a
1,sini aku bantuinn,sini bantuinn
-1,bagiku menerima org yg baru adalah toksik buat tubuhku itu artinya aku harus melupakan kamu membuat kenangan deng ,bagi terima baru toksik buat tubuh arti lupa buat kenang deng
-1,ahahaha ga tau sih tapi aku ngerasanya pasti ga enak banget kalo diputusin cmn via text kecuali mah kalo ldr ,ahahaha enggak tahu sih ngerasanya enggak enak banget kalau putus cuman via text mah kalau ldr
0,aku lapar cucuk cucuk kat family mart ni,lapar cucuk cucuk kat family mart
0,i feel you tebalkan muka ws adik ws kawan kawan dia yang aku sendiri tak kenal semata nak tanya mana diatory ig ,i feel you tebal muka ws adik ws kawan kawan yang sendiri kenal semata nak tanya mana diatory ig
0,kalo aku biasanya post foto di akun sendiri habis itu copy link baru deh ngirim ke base,kalau biasa post foto akun sendiri habis copy link baru deh kirim base
-1,mungkin aku terlampau penat sampai tak sedar yang aku dah buat silap ,mungkin lampau penat tidak dar deh buat silap
0,its rm25 per case kau nak ke aku tak suka casing cartoon ni kalau lockscreen or wallpaper okay lagi,its rm per case nak suka casing cartoon kalau lockscreen wallpaper okay
1,aku gelakkan diri sendiri je lah hahahahahaha done ,gelak diri sendiri je lah hahahahahaha done
0,aku kat warung pak sudin niambil hirup teh tarik panas sambil jalan buah dam ,kat warung pak sudin niambil hirup kakak perempuan tarik panas jalan buah dam
0,bila jdi lecturer ni ko dpt kenal character setiap student yg ni jnis talkative yg ni jenis mngelamun tbh prga ,bila jadi lecturer kok kenal character student ini jnis talkative ini jenis mngelamun tbh prga
-1,bodo punya sally nak main pasir tak pasal aku gak yang kena tanggung adu yang alice pun bingai beli pemadam ,bodo punya sally nak main pasir pasal enggak kena tanggung adu alice bingai beli madam
-1,iphone 7 dilabel paling cikai habis aku pakai 5s je ni tahap cikai ape benda ni,iphone label paling cika habis pakai s je tahap cika apa benda
0,router wifiobat tidak berfungsi normal tenang jangan panik cukup ikuti langkah langkah berikut ya ,router wifiobat fungsi normal tenang jangan panik cukup ikut langkah langkah ikut iya
1,lucu do tadi kak cafe asal mana dik mearawak kak k cafe org mana me kuching kak k cafe ohhh org bandar ,lucu tadi kak cafe asal mana dik mearawak kak cafe mana me kuching kak cafe ohhh bandar
0,yelah aku mengaku lah aku menguyah atas stage cikgu zainab pun kantoi lah usha,yelah aku lah menguyah atas stage cikgu zainab kanto lah usha
-1,suruh anai tuh muntah balikkk hahaha bodohhhh laaa ,suruh ana tuh muntah balikkk hahaha bodohhhh laaa
-1,barusan nonton sekigehara anu gimana ya aku udah bela2in search sejarah nya tonton ulang film nya tetep aja ndak ,barusan tonton sekigehara bagaimana iya membelabela search sejarah nya tonton ulang film nya tetap tidak
1,sudah aku follback yaa ,follback
0,ade lg ke yg pakai i phone 5 5s hahaha apa bodo member aku pakai 6 pon hang manjang ,adek ke pakai i phone s hahaha apa bodo member pakai pon hang manjang
-1,baru aja buka grup kelas dan isinya menyinggung tentang aksi mahasiswa di pekanbaru kemarin bingung harus gimana aku tu ,baru buka grup kelas isi singgung aksi mahasiswa pekanbaru kemarin bingung bagaimana
-1,halah boong kamu,halah bohong
0,moga2 by that time kita jumpa aku tak jemu lagi ngan budak ni ,moga by that time jumpa jemu ngan budak
1,aku gak suka ambil pusing aku sukanya kamu jadi tolong jangan bikin pusing ,enggak suka ambil pusing suka jadi jangan bikin pusing
1,eh kau tak baik tau ibu dia dengan aku selalu chat takpela biarlah aku jadi adik tiri dia hahahaha kan ,eh baik tahu ibu dengan selalu chat takpela biar jadi adik tiri hahahaha kan
1,hujan aku sukakan hujan kerana hujan mendamaikan di saat hujan membasahi bumi aku sering mendongakkan kepala ke dada langit ,hujan suka hujan rana hujan damai saat hujan basah bumi sering dongak kepala dada langit
0,emg pacar aku ,memang pacar
1,karna itu warisan tapi kenapa aku nggak berubah karna aku nyaman dan ngerasa ini aku loh ,itu waris kenapa ubah nyaman rasa loh
0,aku rasa tak sabar nak balik utp untuk training netball je ni belajar and etp tak ready lagi ,rasa sabar nak balik utp training netball je ajar and etp ready
0,anyone bagi tau aku sat apa yang salah mungkin nak pegawai menteri datang rumah kot jemput bagi surat ohh dalam iium onlin ,anyone tahu sat apa salah mungkin nak pegawai menteri datang rumah kot jemput surat dalam iium onlin
0,nasib baik tak sekelas dgn dia kalau tak mmg aku baling stand dekat muka dia,nasib baik kelas kalau memang baling stand dekat muka
0,aku gada stok foto nanti isd ngapain ya apa giveaway pulsa aja,enggak stok foto isd sedang apa iya apa giveaway pulsa
1,hahaha jadi kamu gak bisa ngerti aku dong wkwkwk,hahaha jadi enggak erti dong wkwkwk
0,lt maksudnya mental kedewasaan kamu itu lebih tua 16 thn dari umur asli kamu jd mental kamu setara dgn orang berum ,lantai maksud mental dewasa lebih tua tahun umur asli jadi mental tara rum
-1,makin murung hari hari aku teringat abah dua tahun lebih dah abah pergi ,makin murung hari hari ingat abah tahun lebih deh abah pergi
0,kemain depa ni ajak tengok wayang lah pi naik roller coaster times square lah hampa tktau ka aku ni miskin ,main depa ajak jenguk wayang lah naik roller coaster times square lah hampa tktau kakak miskin
0,eh time altimet datang jugak aku tak ada ,eh time altimet datang ada
1,aku plg suko bilo pusak gigit rmbut aku ,paling suka bilo pusak gigit rambut
-1,jangan malakin aku brlum main drama udah di palakkin aja hasemeleh 3,jangan malakin brlum main drama di palakkin hasemeleh
0,aku pernah tonton pementasan tu kat maktab masa jadi guru pelatih ,pernah tonton mentas kat maktab masa jadi guru latih
0,masetu air mata ni kalau tadah penuh 1 baldi sebab aku tk reti sangat naik bas dn selalu aku beli tiket online ct ,masetu air mata kalau tadah penuh baldi tak ret sangat naik bas selalu beli tiket online ct
0,ih ihh bias nya siapa kk aku juga stand the boyz 3 hhe,ih ih bias nya siapa kakak stand the boyz hhe
0,kalau mampu bg al fatihah je rasanya tak payah kahwin dulu kot ,kalau mampu abang al fatihah je rasa payah kahwin dulu kot
0,ooo yeke,ooo yeke
1,dia nyet nyet panjang pasal aurat baby bump tuo aku ckp la gi mampos please hahahahahah kau ada vellfire putih ke,monyet monyet panjang pasal aurat baby bump tuo cakep lah gi mampos please hahahahahah vellfire putih
0,aku kan mau ga iphone x sm uang tunai senilai 2 iphone x kalau beneran dapet 1m dari gojek walaupun yaudah lah seems ,kan mau enggak iphone kali sama uang tunai nila iphone kali kalau benar m gojek walaupun sudah lah seems
0,anginnya ngabisa disentuh gemana aku bisa menaryknya kakack ngaaa mereka nga cocok aku sebagai mo ,angin ngabisa sentuh gana menaryknya kakack ngaaa enggak cocok mau
-1,aku blm prnah punya satu pun album bts apalgi pas bgt bias ku namjo ,pernah punya satu album bts pas banget bias ku namjo
0,okee deh aku cari2 dlu deh dicentury klo gada yaudah tanya kasirnya wkwk,okee deh caricari dulu deh dicentury kalau enggak ya tanya kasir wkwk
1,aku bergaya ikut kemampuan bukan ikut orangebab aq sedar aq bukan ank org senang syukurselalu,gaya ikut mampu bukan ikut orangebab dar bukan anak senang syukurselalu
-1,aku hanya rindu bukan ingin kau kembali,rindu bukan
0,pondsoalnya aku pake marcks itu kaya powdery gituuu kalo ponds langsung nempel di muka gimana ya j ,pondsoalnya pakai marcks kayak powdery kalau ponds langsung tempel muka bagaimana iya
1,aduh iyaiya kamu yang pertama deh yang lain lewat ,aduh iyaiya pertama deh lain lewat
0,air dh keluar lom aku nk masak ni kebulor dah ni ,air dah keluar nk masak kebulor deh
-1,aku ga baper aku berandai2,enggak bawa asa beranda
1,babi dora the grownup pun banyak tanya lagi ke dahlah aku real life pun duduk office hahahhahaahhahaah,babi dora the grownup banyak tanya ke dah real life duduk office hahahhahaahhahaah
-1,harga iphone boleh buat kenduri kawen ,harga iphone buat kenduri kawen
0,kebetulan jumpa orang jengka belajar upmenior sekolah masa form 6 dulu bapok excitednyaa aku ,betul jumpa jengka ajar upmenior sekolah masa form dulu bapok excitednyaa
0,daripada kamu nggak makan loh jfclosedday,makan loh jfclosedday
1,aku pun geli juga kadang hose tu ada dalam lubang jamban ,geli kadang hose ada lubang jamban
-1,kukira hanya aku kukira dispesialkan ternyata tidak dia juga ,kira kira spesial nyata
-1,andai saja aku bisa ketemu sama kamu wahai sang bidadari tetapi itu semua cuma dalam hayalan sahaja teens paulina,andai ketemu sama wahai sang bidadari itu semua cuma hayalan sahaja teens paulina
0,nih buat kamu ,buat
0,aku buat sebab sayang aku nak dia percaya dengan aku yang aku boleh jaga dia aku taknak dia ragu ragu dengan a ,buat sayang nak percaya jaga taknak ragu ragu a
-1,motivasi hari ini terlalu byk penderitaan membuat resistensi akan dampak2 negatif bisa aku akomodir menjadi sebuah kenikmat yampokpok,motivasi hari terlalu banyak derita buat resistensi dampak negatif akomodir jadi buah nikmat yampokpok
0,kepada crush kalau aku tunggu kau mention aku memang sampai kesudah la kau tak mention ,crush kalau tunggu mention memang sudah lah mention
1,aku cuci tangan guna pencuci muka hadalabo hahahahaha ngantuk sangat ke ni sampai tak boleh beza pencuci muka ngan pencuci tangan ,cuci tangan cuci muka hadalabo hahahahaha ngantuk sangat ini tidak beza cuci muka ngan cuci tangan
0,kamu pake series yg mana aku lagi nyari nyari toner tapi banyak yg rekomen niacimide cuma takut ga cocok,pakai series mana cari cari toner banyak rekomen niacimide cuma takut enggak cocok
0,aku harus apa ,apa
-1,muka kamu yg tua maksudnya,muka tua maksud
1,masalah yang anda hadapi bukan untuk menjatuhkanmu tetapi agar kamu bisa berpikir lebih dewasa hari ini kemarin dan s ,masalah anda hadap bukan jatuh agar pikir lebih dewasa hari kemarin si
0,do you consider further education as a must tak sekarang aku nak tau siapa yg tanya ni ,you consider further education as a must sekarang nak tahu siapa tanya
0,sambat aku fan demi kesehatan mental aku tidur siang dulu yaw ,sambat fan sehat mental tidur siang dulu yaw
0,aku gapake nr tapi pake vaseline lip therapy,enggak pakai nr pakai vaseline lip therapy
0,aku emang jodohmu saiank ciyom dulu sini ,memang jodoh saiank ciyom dulu sini
0,viralkeun tuiips ,viralkeun tuiips
0,motor dua pintu apa karna pengaruh bucheen kamu jdiemakin bodoh ka ,motor pintu apa pengaruh bucheen jdiemakin bodoh kakak
0,hmm macam kakak aku la aku woi kan dia terus repot kat ibu smh,hmm macam kakak lah woi kan terus repot kat ibu smh
-1,sing ayu wae tok sio sio opo meneh aku sing elek mas mungkin wis tok tendang tekan pluto kono ,sing ayu wae tok sio sio opo teh sing elek mas mungkin wis tok tendang tekan pluto kono
-1,aku kiciwa sama diri aku paksyet ,kiciwa sama diri paksyet
0,main ini yuk aku gabut sangat ,main yuk gabut sangat
0,ya mau atuh aku mo pixynya aja ,iya mau kalau mau pixynya
-1,jangan kau ungkit jangan tinggalkan aku jfclosedday,jangan ungkit jangan tinggal jfclosedday
1,hahaha baik lah nanti balik aku mintak ,hahaha baik lah balik mintak
-1,eh aku tak pernah menangis pun dah sekolah menengah dah kowt still nangis lagi aku rasa kau mungkin hati batu or takda perasaan kowt,eh pernah menang deh sekolah tengah deh kowt menang rasa mungkin hati batu takda asa kowt
0,aku dahh tggal sorangg lain dah sold out,dah tggal sorangg deh sold out
1,warga bangladesh ni bagus kalau part pi awal masjid pakai pun kemas aku lalu sebelah depa tadi tudiaaaa bau sabun baby johnson baguih2,warga bangladesh bagus kalau part awal masjid pakai kemas lalu belah depa tadi tudiaaaa bau sabun baby johnson baguih
0,ustaz ckp beg aku ni rosmah gi pasar pon dia x nak bwk ya allah first class dh kena hina ,ustaz cakep beg rosmah gi pasar pon kali nak bwk iya allah first class dah kena hina
1,aku terima nikahnya dengan mas kahwin bacaanurah al fatihah dear future wife nanti kita kahwin saya sedekahkan al fat ,terima nikah mas kahwin bacaanurah al fatihah dear future wife kahwin sedekah al fat
1,kamu bisa mang kamu pasti bisaa mangats mang ojol ,memang bisa mangats memang ojol
0,bagi tau aku rakyat biasa mana yg akan makan na ,tahu rakyat biasa mana akan makan nya
0,tapi dia still pondan ,pondan
0,aku perhatikan setiap butir2 air hujan yang jatuh ke tanah ingin sekali aku mengira setiap butiran air hujan ,perhati butir air hujan jatuh tanah sekali ira butir air hujan
-1,paling babi bila aku dah beli phone almost 4k lepastu senang senang nak turunkan 1k wth man im pissed off ,paling babi bila deh beli phone almost k lepastu senang senang nak turun k wth man im pissed off
0,ya allah kemana saja aku iniampe baru tau kalo ada band yang keren seperti eleventwelfth katrok sekali hamba heuheuheu,iya allah saja iniampe baru tahu kalau band keren eleventwelfth kampung sekali hamba heuheuheu
0,bukan aku kan lagi pangkas foll nih nah foll ku bisanya diatas 150 gitu,bukan kan pangkas foll nah foll ku bisa atas
-1,sakitan mana sama ga di kasih kabar sama dosen ,sakit mana sama enggak kasih kabar sama dosen
0,making love masih sendiri yuk cari pasanganmu pakai aplikasi blued pastikan kamu udah punya blued versi baru link ,making love sendiri yuk cari pasang pakai aplikasi blued pasti punya blued versi baru link
1,rlt oqe plg tidak kamu sudah jujur ,rlt oqe paling jujur
1,nama di rubah jadi mbak cantik makasih loo mba sering sering aja aku jadi geer ,nama rubah jadi mbak cantik terima kasih loh mbak sering sering jadi geer
0,ong hari ini pake jam tangan untung aku away dari twitter,ong hari pakai jam tangan untung away twitter
1,alhamdulillah masih hidup lagi aku huhuhu,alhamdulillah hidup huhuhu
-1,aku moh dijodohake moh pkke,moh dijodohake moh pkke
0,giveaway karena kemaren aku udah nazar kalo jaehyun jinsoul ada moment amp loona dateng ke nnr aku bakal bikin giveaway ,giveaway kemarin nazar kalau jaehyun jinsoul moment amp loona datang nnr bakal bikin giveaway
-1,betui ke orang cakap lelaki suka awek brutal tapi kenapa aku yang brutal ni kena tinggal juga ,betui cakap lelaki suka awek brutal kenapa brutal kena tinggal
-1,aku wong jowo cok ,wong jowo cok
0,iya mikh nunggu kalian dateng tuh dari aku sd sampe sekarang udah maedih nungu lama lama ,iya mikh tunggu kalian datang tuh sd sekarang maedih nungu lama lama
0,aku bolos kemaren g,bolos kemarin enggak
0,giveaway tshi asian gamesaya mau adain giveaway tshirt official asian games 2018 untuk 1 orang cuma ada ukuran ,giveaway tshi asi gamesaya mau ada giveaway tshirt official asi games cuma ukur
1,kamu perhatian aku tambah sayang ,perhati tambah sayang
0,sekarang aku dah ade jawapan kenape bawang selalu kena tumbuk hm ,sekarang deh adek jawapan bawang selalu kena tumbuk hm
0,aku udah lulus sini,lulus sini
0,ada yang minat nak buat artwork pattern ala2 mandalaemalam aku try plugin mirrorme dalam illustratorenang gila nak b ,yang minat nak buat artwork pattern alaala mandalaemalam try plugin mirrorme illustratorenang gila nak b
-1,member aku ni main game macam gi jihad ,member main game macam gi jihad
0,mager hehe kamu juga yaa,mager he ya
0,masalahnya kau bangga kot kena cat called ngan mat salleh ingat ktorg lupa ,masalah bangga kot kena cat called ngan mat salleh ingat ktorg lupa
1,hahaha galaq tp lucu aku tuh mbak wkwkwk,hahaha galaq lucu tuh mbak wkwkwk
0,fyi for youth information tahukah kamu indonesia berperan aktif sebagai salah satu penyumbang sampah terbesar di du ,informasi for youth information tahu indonesia peran aktif salah satu sumbang sampah besar du
1,kamu bagaikan peri hari hari yg menemani aku dan membuatku tak sepi iyakamu,bagai peri hari hari tani buat sepi iyakamu
0,ntar waktunya aku menang gakah ,waktu menang gakah
